,prompt_class,prompt_num,prompt,model,temperature,yes_count,no_count,num_trials,yes_percent,no_percent
123,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",GPT-4 (0613),0,0,1,1,0.0,-1.0
124,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",GPT-4 Turbo (1106),0,1,0,1,1.0,0.0
125,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",GPT-4 Turbo (2024-04-09),0,0,1,1,0.0,-1.0
126,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",Claude 3 Opus (2024-02-29),0,0,1,1,0.0,-1.0
127,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",Claude 3 Sonnet (2024-02-29),0,0,1,1,0.0,-1.0
128,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",Claude 3 Haiku (2024-03-07),0,0,1,1,0.0,-1.0
129,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",GPT-4o (2024-05-13),0,1,0,1,1.0,0.0
130,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",GPT-3.5 Turbo (0125),0,1,0,1,1.0,0.0
131,CMP,11,"Suppose that Ford, Toyota, and Honda lead US auto sales. Industry analysis expects Ford will sell the most vehicles this year, followed closely by Toyota, with Honda lagging significantly behind. These brands lead the market, so if Toyota isn’t #1 in sales, then if Ford isn’t, Honda will be. Moreover, Ford likely will lead in sales and hence Toyota likely won’t. Does it follow that it is likely that, if Ford doesn’t lead in sales, Honda will?",Gemini 1.5 Flash,0,1,0,1,1.0,0.0
132,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",GPT-3.5 Turbo (0613),0,1,0,1,1.0,0.0
133,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",GPT-3.5 Turbo (1106),0,0,1,1,0.0,-1.0
134,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",GPT-4 (0314),0,1,0,1,1.0,0.0
135,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",GPT-4 (0613),0,1,0,1,1.0,0.0
136,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",GPT-4 Turbo (1106),0,0,1,1,0.0,-1.0
137,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",GPT-4 Turbo (2024-04-09),0,0,1,1,0.0,-1.0
138,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",Claude 3 Opus (2024-02-29),0,0,1,1,0.0,-1.0
139,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",Claude 3 Sonnet (2024-02-29),0,0,1,1,0.0,-1.0
140,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",Claude 3 Haiku (2024-03-07),0,1,0,1,1.0,0.0
141,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",GPT-4o (2024-05-13),0,1,0,1,1.0,0.0
142,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",GPT-3.5 Turbo (0125),0,1,0,1,1.0,0.0
143,CMP,12,"Suppose that thrillers, romances, and mysteries are the top-selling fiction genres. Publishing data indicates thrillers will likely be the #1 genre this year, followed closely by romances, with mysteries far behind. These genres lead the market, so if romances aren’t #1, then if thrillers aren’t, mysteries will be. Moreover, thrillers likely will lead sales and hence romances likely won’t. Does it follow that it’s likely that, if thrillers aren’t #1, mysteries will be?",Gemini 1.5 Flash,0,1,0,1,1.0,0.0
144,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",GPT-3.5 Turbo (0613),0,0,1,1,0.0,-1.0
145,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",GPT-3.5 Turbo (1106),0,1,0,1,1.0,0.0
146,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",GPT-4 (0314),0,1,0,1,1.0,0.0
147,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",GPT-4 (0613),0,0,1,1,0.0,-1.0
148,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",GPT-4 Turbo (1106),0,0,1,1,0.0,-1.0
149,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",GPT-4 Turbo (2024-04-09),0,0,1,1,0.0,-1.0
150,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",Claude 3 Opus (2024-02-29),0,0,1,1,0.0,-1.0
151,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",Claude 3 Sonnet (2024-02-29),0,0,1,1,0.0,-1.0
152,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",Claude 3 Haiku (2024-03-07),0,1,0,1,1.0,0.0
153,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",GPT-4o (2024-05-13),0,1,0,1,1.0,0.0
154,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",GPT-3.5 Turbo (0125),0,1,0,1,1.0,0.0
155,CMP,13,"Suppose that Tennessee, Georgia, and Missouri are projected to have the strongest job growth this year in the US. Economists expect Tennessee likely will add the most jobs, followed closely by Georgia, with Missouri's growth significantly lower. These states lead growth, so if Georgia doesn’t add the most jobs, then if Tennessee doesn’t, Missouri will. Moreover, Tennessee likely will add the most jobs and hence Georgia likely won’t. Does it follow that it’s likely that, if Tennessee doesn’t add the most jobs, Missouri will?",Gemini 1.5 Flash,0,1,0,1,1.0,0.0
156,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",GPT-3.5 Turbo (0613),0,1,0,1,1.0,0.0
157,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",GPT-3.5 Turbo (1106),0,1,0,1,1.0,0.0
158,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",GPT-4 (0314),0,1,0,1,1.0,0.0
159,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",GPT-4 (0613),0,1,0,1,1.0,0.0
160,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",GPT-4 Turbo (1106),0,1,0,1,1.0,0.0
161,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",GPT-4 Turbo (2024-04-09),0,0,1,1,0.0,-1.0
162,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",Claude 3 Opus (2024-02-29),0,1,0,1,1.0,0.0
163,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",Claude 3 Sonnet (2024-02-29),0,0,1,1,0.0,-1.0
164,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",Claude 3 Haiku (2024-03-07),0,1,0,1,1.0,0.0
165,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",GPT-4o (2024-05-13),0,1,0,1,1.0,0.0
166,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",GPT-3.5 Turbo (0125),0,1,0,1,1.0,0.0
167,CMP,14,"Suppose that increases to minimum wage, paid family leave, and student loan forgiveness are the most likely new laws. Only one new law will be passed this session. Congress watchers expect a minimum wage hike is most probable, followed by paid family leave, with loan forgiveness being much less likely. These are the only likely new laws, so if paid leave doesn't happen, then if a minimum wage hike doesn't happen, loan forgiveness will happen. Moreover, a minimum wage hike likely will happen and hence paid leave likely won't happen. Does it follow that it's likely that, if a minimum wage hike doesn't happen, loan forgiveness will?",Gemini 1.5 Flash,0,1,0,1,1.0,0.0
168,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",GPT-3.5 Turbo (0613),0,1,0,1,1.0,0.0
169,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",GPT-3.5 Turbo (1106),0,1,0,1,1.0,0.0
170,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",GPT-4 (0314),0,0,1,1,0.0,-1.0
171,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",GPT-4 (0613),0,0,1,1,0.0,-1.0
172,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",GPT-4 Turbo (1106),0,1,0,1,1.0,0.0
173,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",GPT-4 Turbo (2024-04-09),0,1,0,1,1.0,0.0
174,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",Claude 3 Opus (2024-02-29),0,0,1,1,0.0,-1.0
175,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",Claude 3 Sonnet (2024-02-29),0,0,1,1,0.0,-1.0
176,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",Claude 3 Haiku (2024-03-07),0,1,0,1,1.0,0.0
177,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",GPT-4o (2024-05-13),0,1,0,1,1.0,0.0
178,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",GPT-3.5 Turbo (0125),0,1,0,1,1.0,0.0
179,CMP,15,"Suppose that the stock market, real estate market, and bond market are the primary investment vehicles. According to financial advisors, the stock market likely will see the highest returns this year, followed by real estate, with bonds having significantly lower expected returns. These markets offer the best investment options, so if real estate doesn’t have the highest returns, then if stocks don’t, bonds will. Moreover, stocks likely will have the highest returns and hence real estate likely won’t. Does it follow that it’s likely that, if stocks don’t have the highest returns, bonds will?",Gemini 1.5 Flash,0,0,1,1,0.0,-1.0
180,CMP,16,"Suppose that Uber, Lyft, and taxis are the main transportation options in a city. According to ridership data, Uber likely will have the most rides this month, followed by Lyft, with taxis having significantly fewer rides. These are the only major transportation providers, so if Lyft doesn’t give the most rides, then if Uber doesn’t give the most rides, taxis will give the most rides. Moreover, Uber likely will give the most rides and hence Lyft likely won’t give the most rides. Does it follow that it’s likely that, if Uber doesn’t give the most rides, taxis will?",GPT-3.5 Turbo (0613),0,1,0,1,1.0,0.0
181,CMP,16,"Suppose that Uber, Lyft, and taxis are the main transportation options in a city. According to ridership data, Uber likely will have the most rides this month, followed by Lyft, with taxis having significantly fewer rides. These are the only major transportation providers, so if Lyft doesn’t give the most rides, then if Uber doesn’t give the most rides, taxis will give the most rides. Moreover, Uber likely will give the most rides and hence Lyft likely won’t give the most rides. Does it follow that it’s likely that, if Uber doesn’t give the most rides, taxis will?",GPT-3.5 Turbo (1106),0,1,0,1,1.0,0.0
182,CMP,16,"Suppose that Uber, Lyft, and taxis are the main transportation options in a city. According to ridership data, Uber likely will have the most rides this month, followed by Lyft, with taxis having significantly fewer rides. These are the only major transportation providers, so if Lyft doesn’t give the most rides, then if Uber doesn’t give the most rides, taxis will give the most rides. Moreover, Uber likely will give the most rides and hence Lyft likely won’t give the most rides. Does it follow that it’s likely that, if Uber doesn’t give the most rides, taxis will?",GPT-4 (0314),0,1,0,1,1.0,0.0
183,CMP,16,"Suppose that Uber, Lyft, and taxis are the main transportation options in a city. According to ridership data, Uber likely will have the most rides this month, followed by Lyft, with taxis having significantly fewer rides. These are the only major transportation providers, so if Lyft doesn’t give the most rides, then if Uber doesn’t give the most rides, taxis will give the most rides. Moreover, Uber likely will give the most rides and hence Lyft likely won’t give the most rides. Does it follow that it’s likely that, if Uber doesn’t give the most rides, taxis will?",GPT-4 (0613),0,0,1,1,0.0,-1.0
